13#风箱温度,CO浓度_mg_m3
298.35,3981.481
270.35,3989.077
257.3,4004.268
228.85,4035.373
204.4,3969.908
204.5,4118.923
196.05,4187.645
199.3,4207.176
215.35000000000002,4195.602
261.6,4321.47
303.15,4328.704
319.35,4222.005
306.9,4099.392
276.35,4092.159
245.55,3973.886
217.1,3989.077
207.65,3973.886
213.1,3956.163
237.2,3890.697
235.8,3932.653
231.95,3894.676
213.85000000000002,3878.762
201.0,3868.273
184.89999999999998,3867.549
186.15,3855.975
193.1,3909.867
198.3,3906.25
190.0,3837.891
185.55,3855.975
221.3,3817.998
256.85,3818.721
265.0,3776.403
255.5,3749.638
247.1,3737.703
245.4,3776.403
253.6,3666.088
289.3,3635.706
292.95,3517.433
297.65,3552.156
281.2,3498.264
253.89999999999998,3517.433
252.25,3505.859
262.9,3517.433
264.35,3468.244
256.0,3418.692
245.85,3449.436
267.55,3403.139
306.25,3449.436
311.15,3422.309
296.6,3407.118
249.64999999999998,3457.755
217.85,3517.433
215.95,3643.302
229.05,3627.387
229.5,3578.921
243.5,3574.942
268.9,3516.71
279.70000000000005,3563.73
295.04999999999995,3513.093
328.70000000000005,3399.523
347.6,3418.692
361.4,3357.567
345.4,3304.037
334.0,3304.037
318.04999999999995,3327.546
329.6,3272.931
356.0,3178.169
365.95,3177.807
375.9,3189.019
385.65,3280.527
344.3,3339.482
286.9,3475.839
246.89999999999998,3498.264
222.95,3594.112
205.3,3639.323
206.2,3631.004
230.25,3616.175
265.2,3543.475
296.15,3544.56
322.95000000000005,3406.033
328.15,3383.608
322.85,3368.417
326.3,3414.713
316.85,3357.567
278.3,3387.949
265.2,3507.306
265.5,3601.346
264.05,3634.983
267.45,3634.983
268.6,3666.088
283.4,3578.921
280.6,3616.175
280.45000000000005,3631.727
284.79999999999995,3556.135
298.45,3571.325
325.70000000000005,3567.347
324.05,3517.433
321.55,3472.584
319.0,3483.435
313.85,3451.606
285.8,3468.605
272.4,3604.963
252.95,3666.088
231.45,3719.618
214.05,3757.234
212.9,3852.358
205.75,3942.419
197.65,3981.481
206.75,3997.396
219.75,4008.608
217.75,3952.546
216.15,3859.954
227.05,3886.719
238.8,3858.507
250.29999999999998,3822.7
258.8,3794.85
259.35,3768.808
252.85,3745.298
297.1,3772.063
304.1,3708.767
280.95,3677.662
272.4,3685.257
278.35,3689.598
298.7,3646.919
309.29999999999995,3631.366
301.15,3563.73
285.7,3552.156
275.25,3604.963
266.35,3634.983
262.9,3708.767
287.9,3749.277
297.3,3741.681
275.1,3719.618
243.35,3768.808
237.0,3848.38
225.45,3913.846
222.95,3925.058
238.95,4051.287
262.3,4066.479
263.1,3993.055
273.95,3996.672
298.5,3929.037
315.20000000000005,3875.145
355.95000000000005,3795.573
371.35,3708.767
369.3,3548.177
341.45000000000005,3665.726
315.25,4153.646
304.9,3742.405
304.65,3547.815
279.9,3540.22
287.4,3590.133
308.95,3627.387
314.20000000000005,3594.112
306.9,3441.84
282.2,3419.416
284.65,3383.608
290.54999999999995,3300.419
299.6,3209.274
348.25,3131.872
344.25,3021.195
345.75,923.032
363.65,2611.039
382.35,2994.792
397.04999999999995,3013.961
377.4,3071.832
318.15,3139.468
291.70000000000005,3219.763
305.35,3189.743
322.04999999999995,3200.593
315.79999999999995,3231.699
287.2,3258.102
280.6,3335.142
269.95000000000005,3379.992
265.54999999999995,3386.502
246.95,3361.183
228.25,3423.394
224.60000000000002,3601.346
213.25,3620.515
217.39999999999998,3669.343
232.7,3571.325
230.4,3528.646
232.14999999999998,3419.054
240.3,3430.628
241.3,3372.396
231.35000000000002,3395.182
223.9,3338.759
260.3,3276.91
286.95000000000005,3212.891
293.35,3128.617
315.45,3121.022
310.8,3158.637
292.8,3147.063
264.1,3230.975
261.0,3220.125
256.6,3228.082
238.6,3300.419
217.05,3357.567
192.75,3379.992
179.1,3468.605
187.85,3501.881
203.95,3505.859
224.15,3616.175
220.2,3571.325
205.25,3525.029
191.4,3525.029
177.15,3521.05
167.7,3612.196
179.60000000000002,3590.133
197.3,3627.387
228.9,3612.196
236.05,3547.815
234.6,3521.05
223.85000000000002,3521.05
218.2,3505.859
203.1,3517.433
200.35,3454.5
183.7,3461.01
171.2,3546.369
178.3,3574.942
183.65,3563.73
198.4,3598.09
211.89999999999998,3604.963
204.1,3588.325
202.05,3559.389
205.8,3566.623
222.0,3571.325
223.10000000000002,3494.285
230.25,3563.73
222.45,3567.347
214.0,3567.347
232.25,3559.751
257.15,3468.244
308.85,3365.162
327.75,3292.463
307.8,3300.419
271.55,3407.118
251.85000000000002,3450.882
241.2,3494.285
255.0,3457.031
297.35,3383.608
309.0,3331.163
318.75,3277.272
319.29999999999995,3323.568
310.6,3368.417
282.6,3350.333
268.1,3376.736
272.25,3327.546
285.6,3338.759
272.79999999999995,3272.931
265.95,3265.335
261.85,3403.139
253.55,3434.245
259.65,3426.287
270.85,3315.972
298.55,3311.632
334.35,3232.06
337.4,3234.954
318.29999999999995,3235.315
301.9,3308.377
285.15,3372.396
289.5,3368.779
289.2,3312.355
297.20000000000005,3312.355
296.6,3281.25
293.5,3292.463
286.0,3300.419
265.0,3353.588
262.04999999999995,3292.101
276.75,3327.546
263.4,3368.417
224.2,3489.945
213.55,3504.774
225.0,3536.242
216.1,3571.325
220.9,3567.347
243.7,3627.387
255.0,3631.366
270.95,3509.838
306.75,3289.93
348.8,3162.977
355.65,3135.851
352.9,3109.809
330.65,3109.447
297.79999999999995,3127.894
272.65,3154.297
241.5,3223.38
229.35,3238.571
247.05,3269.314
277.35,3288.484
254.39999999999998,3288.846
240.2,3269.314
247.15,3343.099
253.4,3343.822
256.05,3269.676
295.55,3162.254
329.4,3181.785
318.55,3162.977
315.75,3216.146
312.7,3158.999
314.2,3135.127
319.5,3094.618
327.0,3075.449
339.54999999999995,3006.004
364.25,3028.429
380.0,3010.344
365.7,3055.917
320.0,3513.455
294.6,3335.142
273.05,3272.931
280.7,3304.037
283.6,3353.588
267.8,3350.333
271.75,3395.544
278.05,3399.523
274.6,3402.778
286.45,3335.142
299.55,3338.759
290.20000000000005,3323.568
277.79999999999995,3284.867
263.75,3312.355
253.5,3319.951
273.7,3331.163
291.8,3368.417
286.25,3308.377
279.9,3265.335
298.9,3250.145
299.0,3284.867
280.45,3284.867
255.1,3331.163
228.4,3338.759
237.5,3391.927
260.1,3475.477
289.65,3434.245
304.15,3418.692
302.6,3351.418
314.35,3300.419
337.0,3250.145
373.65,3113.426
382.85,3063.513
378.85,3002.749
362.65,3220.125
336.6,3193.359
320.2,3189.743
319.0,3197.338
301.65,3265.335
295.65,3284.505
277.45,3338.759
259.3,3407.118
227.5,3386.502
205.55,3391.927
207.7,3357.567
226.0,3387.949
304.85,3350.333
307.65,3297.888
282.8,3368.417
256.25,3396.629
241.75,3407.118
248.55,3395.544
266.85,3368.417
254.95,3426.649
222.60000000000002,3582.537
219.3,3654.876
229.85,3716.725
259.5,3696.832
257.6,3654.876
261.55,3666.088
272.0,3582.537
290.4,3604.963
297.0,3544.199
303.9,3465.35
308.5,3475.839
318.85,3437.5
323.85,3483.073
306.05,3532.625
281.9,3594.473
254.64999999999998,3608.579
249.85,3697.193
279.3,3841.146
296.85,3969.908
287.35,3951.823
271.8,3921.441
268.85,3956.163
276.05,3997.396
293.5,3973.886
314.75,3967.014
325.25,3996.672
329.2,4062.5
315.1,4020.182
311.85,4008.247
326.7,3977.503
343.95000000000005,3917.463
357.8,3913.846
375.95,3966.291
354.45000000000005,3924.696
351.85,3898.655
357.55,3902.272
368.15,3780.02
351.4,3779.659
317.95,3692.853
282.1,3681.279
261.15,3734.447
289.45,3757.234
321.6,3711.299
321.54999999999995,2869.647
316.7,2157.842
301.04999999999995,3598.09
312.70000000000005,3658.493
336.70000000000005,3540.22
322.85,3475.839
313.1,3438.223
308.25,3505.859
283.0,3563.006
265.45,3567.347
255.60000000000002,3486.69
242.35000000000002,3540.22
220.60000000000002,3517.433
224.45,3525.752
240.35,3521.05
246.8,3536.242
251.95,3479.456
277.55,3376.013
318.4,3323.568
347.04999999999995,3323.568
353.85,3305.122
320.4,3418.692
271.4,3475.839
259.6,3449.436
279.04999999999995,3475.839
269.0,3501.881
264.5,3441.84
266.2,3464.989
285.5,3438.223
292.15,3453.415
305.85,3387.587
324.7,3276.91
323.5,3308.015
317.45000000000005,3323.568
271.05,3399.523
237.05,3453.415
226.25,3556.135
221.14999999999998,3623.77
244.45,3559.751
264.05,3601.346
290.7,3540.582
288.1,3505.859
280.85,3563.73
281.85,3555.411
311.15,3517.433
330.0,3498.264
326.0,3509.838
306.2,3574.942
268.25,3604.963
251.4,3662.471
264.9,3734.447
289.4,3730.469
279.79999999999995,3708.044
272.0,3646.557
286.20000000000005,3708.767
290.65,3638.961
275.5,3631.366
288.4,3708.044
315.04999999999995,3715.639
316.35,3848.38
307.4,3761.213
300.45000000000005,3734.447
290.1,3799.913
284.29999999999995,3768.084
293.85,3787.977
285.7,3756.872
268.04999999999995,3742.043
263.95000000000005,3783.999
277.8,3730.107
316.35,3773.148
333.5,3756.872
322.0,3749.277
303.79999999999995,3740.596
260.65,3830.295
275.65,3859.23
289.9,3829.933
277.05,3806.062
275.85,3855.975
282.95000000000005,3875.145
270.25,3897.931
250.3,3890.335
230.3,3852.358
211.35,3890.335
193.6,4031.756
188.0,4122.541
207.05,4225.26
207.8,4255.642
200.35000000000002,4343.171
188.25,4325.087
195.6,4416.233
218.39999999999998,4415.509
253.75,4397.063
282.6,4339.916
266.0,4271.195
272.85,4621.311
265.65,4652.054
260.0,4518.229
254.39999999999998,4321.108
264.55,4221.282
290.1,4122.541
320.4,4015.842
333.6,3940.611
334.4,3951.823
342.04999999999995,3944.227
343.15,3947.483
335.15,3985.46
295.3,3955.802
288.55,4149.306
298.8,4114.945
328.25,4070.096
331.1,3955.802
333.4,3932.292
353.5,3928.675
354.6,3866.826
348.70000000000005,3871.166
339.1,3844.401
328.15,3875.145
331.45000000000005,3783.999
337.9,3813.658
320.3,3737.703
309.95,3704.427
323.15,3642.94
345.75,3619.792
350.65,3497.902
346.0,3556.135
319.1,3582.537
302.4,3574.581
306.7,3658.493
272.4,3696.832
261.5,3704.427
271.15,3704.789
301.3,3646.919
329.25,3522.497
343.75,3426.287
350.95000000000005,3315.972
371.70000000000005,3276.91
375.9,3220.486
355.55,3168.764
348.1,3254.123
328.79999999999995,3265.335
304.05,3296.441
253.6,3399.161
211.55,3566.985
197.0,3696.832
213.7,3818.359
206.0,3863.209
211.85,3841.146
245.05,3814.381
289.65,3756.872
314.65,3685.257
306.6,3548.177
317.79999999999995,3460.648
333.3,3453.053
353.9,3429.905
347.79999999999995,3407.118
320.95,3426.287
303.9,3464.989
285.5,3567.347
274.75,3544.199
285.7,3547.815
337.15,3524.305
372.85,3418.692
381.85,3426.287
370.29999999999995,3486.69
337.95,3509.115
319.85,3559.751
330.3,3445.819
349.6,3445.819
337.35,3364.8
327.79999999999995,3265.335
333.6,3338.759
342.9,3372.396
353.1,3350.333
364.95000000000005,3250.145
346.5,3246.528
354.54999999999995,3300.419
343.3,3418.692
287.8,3445.819
247.95,3509.838
227.05,3612.196
224.7,3704.427
217.14999999999998,3745.298
218.75,3749.277
227.1,3685.257
259.05,3631.004
263.8,3594.112
241.55,3589.048
216.14999999999998,3594.112
206.0,3623.77
190.2,3776.403
189.85,3866.826
194.05,3848.018
216.5,3841.146
238.25,3817.274
258.65,3726.852
270.45000000000005,3666.088
269.9,3582.537
273.0,3586.516
290.0,3483.073
309.4,3521.05
328.04999999999995,3438.947
359.15,3379.992
366.79999999999995,3304.037
380.9,3272.931
392.29999999999995,3250.145
394.0,3235.315
372.85,3272.931
344.7,3378.906
309.4,3354.311
295.5,3353.588
306.65,3361.183
296.45,3391.204
253.05,3383.608
224.85000000000002,3479.456
224.65,3578.921
224.0,3666.088
238.75,3677.662
247.85,3692.853
268.70000000000005,3795.573
278.15,3806.785
253.79999999999998,3756.872
225.05,3806.785
217.15,3811.126
226.6,3818.359
236.55,3806.785
250.95,3726.852
278.54999999999995,3604.963
308.85,3593.75
332.9,3501.881
311.05,3475.839
281.3,3517.433
247.14999999999998,3563.73
226.64999999999998,3574.942
232.7,3634.983
275.35,3601.346
321.15,3556.135
352.75,3460.648
346.1,3426.287
371.29999999999995,3387.587
362.1,3399.161
337.95,3417.969
313.35,3399.161
323.55,3376.736
320.45,2998.77
329.35,782.697
347.5,2994.792
370.05,3231.699
380.85,3231.699
369.9,3276.91
318.05,3364.077
286.75,3429.905
271.15,3460.648
264.55,3555.049
260.15,3525.029
246.6,3552.517
243.75,3555.411
262.9,3520.327
287.4,3540.22
306.5,3483.073
307.05,3456.669
303.25,3414.713
330.15,3423.394
339.6,3468.605
325.65,3441.117
323.65,3342.737
337.05,3308.015
350.4,3276.91
359.6,3220.486
376.04999999999995,3201.678
371.6,3200.955
369.95000000000005,3234.592
366.9,3169.85
336.5,3204.933
288.25,3342.737
251.95,3379.992
244.7,3426.287
236.5,3528.646
224.7,3631.366
229.0,3642.94
251.29999999999998,3704.789
256.4,3688.513
235.0,3685.619
242.05,3666.088
240.95,3638.961
268.4,3594.112
299.20000000000005,3574.581
312.7,3493.562
330.25,3449.074
329.3,3364.8
336.65,3315.972
338.1,3269.314
321.04999999999995,3308.015
298.6,3323.568
292.75,3354.311
290.85,3395.182
279.5,3445.819
275.3,3509.838
270.25,3483.073
293.6,3441.84
322.20000000000005,3445.457
316.15,3407.118
307.7,3433.883
305.5,3399.161
335.54999999999995,3413.267
333.1,3376.013
308.6,3434.245
266.85,3544.199
244.7,3536.242
269.0,3634.621
300.5,3627.387
294.70000000000005,3681.279
303.95,3627.387
304.5,3646.557
300.95,3559.751
324.5,3479.456
353.9,3418.692
375.15,3376.013
371.5,3474.031
364.2,3528.646
332.45,3471.861
291.9,3666.088
276.3,3936.994
268.4,3973.886
280.3,3696.832
304.54999999999995,3680.917
306.05,3700.449
289.45000000000005,3696.832
302.15,3726.852
297.04999999999995,3715.639
298.6,3692.853
317.55,3799.19
322.1,3658.131
303.25,3726.852
288.7,3726.852
293.54999999999995,3745.298
304.05,3741.681
314.65,3604.601
310.5,3535.518
322.2,3547.815
324.2,3520.689
308.75,3525.029
288.45,3574.942
274.4,3631.366
251.4,3733.724
261.5,3776.403
306.8,3811.126
292.4,3650.897
274.85,3722.873
264.75,3670.067
254.75,3708.767
248.0,3745.298
250.79999999999998,3756.872
265.1,3719.618
296.5,3689.236
342.65,3638.961
362.5,3658.493
371.4,3563.006
354.8,3567.347
335.25,3598.09
339.35,3571.325
335.95000000000005,3634.983
321.5,3627.387
309.4,3658.493
317.25,3738.064
328.65,3737.703
323.95,3682.002
330.15,3735.894
328.6,3677.662
328.0,3730.107
334.6,3726.852
342.1,3689.236
343.1,3640.046
344.9,3574.942
361.0,3529.369
374.85,3604.239
357.54999999999995,3574.942
313.65,3654.152
271.5,3661.748
264.4,3715.278
290.7,3715.278
309.04999999999995,3693.215
311.75,3619.43
324.45,3650.897
343.6,3616.175
354.8,3586.516
380.95000000000005,3509.115
391.2,3406.756
404.85,3338.759
398.05,3212.891
384.65,3292.463
370.25,3323.568
372.45000000000005,3708.044
363.45,3594.112
341.9,3472.584
334.25,3406.756
307.85,3464.989
291.5,3535.88
291.2,3578.921
288.5,3601.346
260.35,3722.873
238.05,3725.767
233.14999999999998,3776.042
224.2,3852.358
212.14999999999998,3897.931
215.2,3920.356
240.39999999999998,3890.335
261.95,3772.063
277.8,3726.852
307.6,3662.471
340.9,3556.135
373.04999999999995,3567.347
394.6,3517.433
413.6,3494.285
410.9,3464.989
385.65,3437.5
360.1,3471.861
341.55,3441.84
314.75,3445.457
285.2,3509.838
258.5,3627.387
268.6,3601.346
327.25,3654.876
378.0,3616.175
392.25,3594.112
400.0,3654.876
382.54999999999995,3700.449
352.75,3646.557
326.65,3694.662
304.85,3677.662
289.35,3627.387
295.1,3517.433
322.65,3456.669
365.5,3350.333
418.1,3284.505
435.1,3209.997
436.2,3166.594
438.85,3158.999
419.45000000000005,3292.101
381.1,3383.608
340.95000000000005,3559.751
300.29999999999995,3917.463
282.0,4232.856
270.35,4358.724
252.45,3921.441
255.95,3673.683
297.6,3649.812
318.75,3623.77
337.9,3540.22
356.29999999999995,3518.88
364.6,3498.264
365.54999999999995,3453.053
364.95,3354.311
356.85,3300.419
364.25,3280.527
377.25,3228.082
380.6,3367.694
342.3,3471.861
294.20000000000005,3556.135
267.15,3551.794
254.35,3654.152
250.6,3726.852
267.8,3586.516
269.4,3689.236
285.7,3642.94
289.0,3726.128
286.8,3715.639
290.0,3662.471
305.75,3612.196
351.95000000000005,3513.455
379.0,3433.883
366.6,3372.396
345.25,3414.713
318.04999999999995,3779.659
303.55,3673.683
330.05,4126.157
341.45000000000005,4446.253
360.0,4471.933
367.15,4597.801
366.55,4553.313
341.2,4557.292
319.45000000000005,4648.076
317.25,4385.489
321.9,3509.115
338.1,3551.794
329.0,3501.519
370.04999999999995,3288.846
420.25,3181.785
452.15,1586.372
450.9,2424.045
392.35,3204.21
334.25,3301.867
299.85,3311.632
275.45,3536.242
284.55,3238.571
319.65,3238.571
379.55,3229.167
416.5,3105.107
434.4,3060.619
437.85,3017.216
427.6,3342.737
384.35,3201.678
378.15,2717.737
375.1,2573.785
371.1,2777.416
373.15,2759.693
382.1,2758.247
388.65,2758.97
390.5,2785.373
389.75,2754.992
389.29999999999995,2776.331
389.25,2758.97
387.29999999999995,2781.756
395.1,2808.883
413.6,2910.518
408.29999999999995,2991.175
395.79999999999995,2899.667
353.65,2892.433
352.79999999999995,2781.395
366.3,2903.284
356.20000000000005,3010.344
341.45,3006.004
341.6,2980.324
357.35,2991.537
367.0,2994.792
353.0,3083.044
331.85,2660.229
301.0,2533.999
265.75,2511.213
240.39999999999998,2378.472
210.10000000000002,2493.128
186.3,2618.635
180.25,2705.802
180.75,3272.931
161.5,3959.419
150.05,4521.846
148.0,4766.71
157.85,4937.066
185.1,4552.59
236.89999999999998,3866.826
275.7,3497.902
286.45,3379.992
277.29999999999995,3254.123
286.04999999999995,3177.807
317.75,3170.573
305.45,3135.127
257.85,3155.382
222.2,3200.955
204.65,3280.527
205.9,3315.611
232.85000000000002,3346.354
234.3,3311.632
217.7,3288.846
218.95,3231.699
242.4,3228.082
253.85,3216.869
233.5,3127.532
221.45,3101.852
231.55,3116.681
241.3,3148.148
253.25,3169.85
244.35,3094.618
226.8,3116.681
235.0,3127.532
234.2,3189.743
242.75,2884.115
249.7,2720.269
242.0,2819.734
253.95,2945.963
256.0,3086.661
249.89999999999998,3135.851
231.75,3101.852
225.3,3223.38
223.85,3319.951
223.45,3402.778
219.85000000000002,3418.692
209.14999999999998,3411.097
205.25,3497.179
196.45,3616.175
196.75,3707.682
196.25,3661.748
212.35,3426.287
260.3,3354.311
319.4,3231.699
372.1,3231.699
373.95,3170.935
351.95000000000005,3098.597
312.4,3113.426
274.7,2994.792
307.5,2777.778
355.05,2758.97
351.85,2812.862
325.1,2918.475
282.65,2915.22
265.9,3032.769
257.2,3040.726
259.45000000000005,3212.529
237.05,3224.103
223.05,3319.951
223.7,3486.69
232.6,3917.463
272.29999999999995,3501.881
323.7,3250.145
352.15,3193.359
332.3,3170.573
299.79999999999995,3242.188
256.25,3257.74
240.9,3288.846
240.14999999999998,3345.993
268.95,3311.632
301.75,3280.527
312.25,3272.931
299.7,3250.145
297.35,3312.355
309.04999999999995,3327.546
311.20000000000005,3246.528
342.5,3224.465
347.54999999999995,3127.532
354.05,3127.532
372.0,3117.043
376.85,3118.49
359.5,3162.977
350.5,3177.084
340.35,3147.063
352.15,3174.19
324.35,3189.743
290.45000000000005,3131.51
263.2,3138.021
240.25,3193.721
231.9,3276.91
221.25,3323.568
203.2,3319.951
195.10000000000002,3383.608
185.45,3342.737
181.75,3356.481
192.55,3387.587
212.3,3368.417
232.05,3304.037
247.95,3280.165
253.89999999999998,3193.721
249.45,3124.638
256.15,2982.494
294.35,2843.244
341.04999999999995,2714.12
392.4,2683.015
409.85,2618.635
373.25,2629.123
333.29999999999995,2717.737
336.15,2839.265
385.9,2883.753
432.25,2895.689
417.20000000000005,2769.821
401.70000000000005,2725.333
397.95000000000005,2713.397
398.70000000000005,2671.441
398.95,2477.937
402.5,2375.217
414.0,2466.363
433.54999999999995,2408.492
455.85,2396.557
470.45000000000005,2686.632
462.2,2792.607
464.35,2515.191
459.1,2584.274
445.0,2663.846
408.1,2754.992
371.0,2714.12
332.1,2761.502
294.95000000000005,3017.94
269.1,3441.479
241.7,3650.897
216.39999999999998,3818.721
202.25,3798.828
183.35,3944.227
165.10000000000002,4153.646
148.6,4450.593
155.65,4674.479
196.10000000000002,5120.082
241.9,5349.03
279.35,5360.243
299.65,5222.801
316.5,4934.172
339.4,4727.286
317.4,4449.147
282.2,4144.965
283.7,3858.869
297.1,3670.067
308.85,3634.983
311.2,3590.133
306.9,3563.006
350.0,3610.026
364.9,3567.347
303.1,3619.792
271.8,3623.047
259.5,3563.73
238.55,3687.066
236.10000000000002,3833.912
235.5,3913.122
221.8,3840.784
213.0,3932.653
182.5,3969.546
165.45,3947.483
165.35,4039.352
193.10000000000002,4042.969
213.55,4054.905
243.3,4126.519
239.6,4118.562
249.0,4105.903
266.0,4172.454
254.45000000000002,4031.756
234.75,3929.037
219.2,3852.358
215.6,3799.19
217.25,3712.023
255.3,3696.832
260.0,3662.471
251.45,3669.343
240.85,3715.639
229.7,3772.063
222.35,3753.617
241.6,3712.385
255.95,3662.471
243.35000000000002,3719.618
230.7,3844.401
215.55,3897.57
221.89999999999998,3844.401
254.6,3776.042
322.45,3673.683
387.75,3563.73
375.54999999999995,3461.01
330.15,3586.516
298.25,2965.495
272.7,1292.318
258.7,3468.244
272.4,3677.662
313.55,3673.683
315.2,3752.894
280.55,3731.554
261.25,3708.044
253.75,3712.385
269.35,3760.489
262.05,3760.489
253.5,3692.853
243.2,3726.852
237.95,3754.34
230.4,3780.02
202.95,3795.573
178.0,3829.933
169.0,3956.163
173.05,4004.268
208.55,4106.988
245.14999999999998,4096.499
278.5,4050.564
288.3,3981.481
298.85,3940.611
280.15,3737.703
290.0,3794.85
322.4,3772.425
338.29999999999995,3688.151
346.79999999999995,3692.853
327.15,3760.489
278.7,3897.931
251.9,3966.652
215.85000000000002,4066.479
192.3,4252.025
176.75,4368.851
176.75,4412.254
201.0,4411.892
248.75,4377.894
275.75,4266.855
309.5,4217.665
296.3,4099.392
266.25,4088.18
259.1,4053.458
283.2,3943.504
294.25,3929.037
292.15,3875.145
283.6,3833.912
272.6,3885.634
247.4,4035.373
240.9,4019.821
263.45,3973.886
285.95,4035.373
312.45000000000005,4000.651
311.75,3885.995
297.1,3969.546
284.75,3996.311
284.15,4008.608
281.3,3886.719
296.79999999999995,3948.206
335.75,3882.74
368.6,3802.445
375.6,3782.914
366.9,3658.493
368.4,3703.704
344.85,3799.913
310.85,3772.063
289.0,3855.614
274.8,3897.931
292.7,3901.91
348.15,3736.618
373.1,3996.672
384.05,4099.754
371.9,3897.931
353.35,3764.468
340.4,3744.936
332.25,3704.427
343.70000000000005,3659.578
352.0,3654.152
371.3,3619.792
370.1,3634.983
341.95,3566.985
