2#大烟道温度,CO浓度_mg_m3
155.4,3977.141
156.7,4066.479
158.9,4058.883
160.9,4047.309
162.3,3981.481
163.0,3981.481
163.0,3989.077
162.1,4004.268
159.7,4035.373
158.0,3969.908
156.8,4118.923
156.2,4187.645
155.2,4207.176
155.2,4195.602
156.7,4321.47
157.4,4328.704
156.9,4222.005
155.5,4099.392
153.7,4092.159
151.9,3973.886
149.1,3989.077
147.3,3973.886
145.8,3956.163
144.4,3890.697
143.4,3932.653
142.7,3894.676
142.1,3878.762
141.6,3868.273
141.2,3867.549
140.7,3855.975
140.4,3909.867
140.8,3906.25
141.4,3837.891
142.6,3855.975
143.9,3817.998
144.4,3818.721
143.6,3776.403
142.7,3749.638
142.7,3737.703
143.4,3776.403
144.3,3666.088
144.5,3635.706
144.1,3517.433
143.3,3552.156
142.3,3498.264
141.2,3517.433
140.5,3505.859
140.1,3517.433
140.1,3468.244
141.1,3418.692
142.6,3449.436
144.9,3403.139
146.4,3449.436
146.5,3422.309
145.3,3407.118
143.3,3457.755
141.9,3517.433
141.1,3643.302
140.1,3627.387
139.3,3578.921
139.5,3574.942
141.0,3516.71
142.7,3563.73
144.4,3513.093
145.7,3399.523
146.6,3418.692
147.3,3357.567
147.3,3304.037
147.1,3304.037
147.5,3327.546
148.4,3272.931
149.3,3178.169
149.5,3177.807
149.4,3189.019
148.6,3280.527
147.1,3339.482
145.1,3475.839
143.3,3498.264
141.3,3594.112
140.3,3639.323
140.2,3631.004
141.2,3616.175
142.5,3543.475
143.9,3544.56
145.1,3406.033
145.5,3383.608
145.4,3368.417
144.3,3414.713
141.3,3357.567
139.3,3387.949
137.7,3507.306
136.3,3601.346
135.2,3634.983
135.8,3634.983
137.8,3666.088
139.6,3578.921
140.7,3616.175
141.6,3631.727
142.6,3556.135
143.2,3571.325
142.1,3567.347
141.3,3517.433
140.6,3472.584
139.8,3483.435
138.0,3451.606
137.8,3468.605
138.2,3604.963
138.5,3666.088
138.8,3719.618
138.9,3757.234
139.1,3852.358
139.3,3942.419
139.8,3981.481
140.3,3997.396
140.7,4008.608
140.7,3952.546
140.6,3859.954
141.1,3886.719
141.6,3858.507
141.9,3822.7
142.1,3794.85
142.4,3768.808
142.9,3745.298
143.5,3772.063
143.6,3708.767
143.3,3677.662
143.4,3685.257
143.9,3689.598
144.1,3646.919
143.7,3631.366
141.0,3563.73
139.1,3552.156
138.4,3604.963
138.7,3634.983
139.8,3708.767
141.3,3749.277
142.7,3741.681
142.9,3719.618
142.9,3768.808
142.5,3848.38
141.3,3913.846
141.1,3925.058
142.1,4051.287
142.8,4066.479
143.7,3993.055
144.7,3996.672
146.2,3929.037
147.9,3875.145
148.4,3795.573
147.9,3708.767
146.4,3548.177
145.8,3665.726
144.9,4153.646
141.3,3742.405
139.2,3547.815
138.6,3540.22
139.1,3590.133
140.5,3627.387
141.1,3594.112
142.5,3441.84
144.5,3419.416
146.7,3383.608
149.1,3300.419
151.1,3209.274
152.5,3131.872
153.8,3021.195
155.5,923.032
157.1,2611.039
157.9,2994.792
157.5,3013.961
156.3,3071.832
154.9,3139.468
154.3,3219.763
154.4,3189.743
154.0,3200.593
152.3,3231.699
151.6,3258.102
150.4,3335.142
149.9,3379.992
149.4,3386.502
148.9,3361.183
148.6,3423.394
148.4,3601.346
148.1,3620.515
147.9,3669.343
148.0,3571.325
148.1,3528.646
147.9,3419.054
147.5,3430.628
146.9,3372.396
146.5,3395.182
146.3,3338.759
146.7,3276.91
147.2,3212.891
147.8,3128.617
148.8,3121.022
149.2,3158.637
148.7,3147.063
147.5,3230.975
146.9,3220.125
146.4,3228.082
145.7,3300.419
143.7,3357.567
142.4,3379.992
140.1,3468.605
137.1,3501.881
137.4,3505.859
138.9,3616.175
139.7,3571.325
140.1,3525.029
140.1,3525.029
140.1,3521.05
140.1,3612.196
140.9,3590.133
141.7,3627.387
142.1,3612.196
142.1,3547.815
141.6,3521.05
141.6,3521.05
141.6,3505.859
141.1,3517.433
140.3,3454.5
139.5,3461.01
139.1,3546.369
138.7,3574.942
138.8,3563.73
138.6,3598.09
139.0,3604.963
139.3,3588.325
139.9,3559.389
140.7,3566.623
141.3,3571.325
141.6,3494.285
141.6,3563.73
141.8,3567.347
142.6,3567.347
144.4,3559.751
146.4,3468.244
146.9,3365.162
146.5,3292.463
145.6,3300.419
144.9,3407.118
144.6,3450.882
145.1,3494.285
147.6,3457.031
149.1,3383.608
149.9,3331.163
150.1,3277.272
150.1,3323.568
149.1,3368.417
147.0,3350.333
145.4,3376.736
143.9,3327.546
141.7,3338.759
139.6,3272.931
139.2,3265.335
139.8,3403.139
140.0,3434.245
140.5,3426.287
141.4,3315.972
142.3,3311.632
141.1,3232.06
140.1,3234.954
139.3,3235.315
140.0,3308.377
140.8,3372.396
141.9,3368.779
143.2,3312.355
144.1,3312.355
145.3,3281.25
146.0,3292.463
145.7,3300.419
144.6,3353.588
144.2,3292.101
145.5,3327.546
144.9,3368.417
143.4,3489.945
142.8,3504.774
142.7,3536.242
142.4,3571.325
142.4,3567.347
143.6,3627.387
145.5,3631.366
147.8,3509.838
150.2,3289.93
151.7,3162.977
152.1,3135.851
151.4,3109.809
150.5,3109.447
148.8,3127.894
146.3,3154.297
144.0,3223.38
143.1,3238.571
143.4,3269.314
143.8,3288.484
144.0,3288.846
144.4,3269.314
145.7,3343.099
147.0,3343.822
148.0,3269.676
148.9,3162.254
149.4,3181.785
149.3,3162.977
149.2,3216.146
149.6,3158.999
150.2,3135.127
151.1,3094.618
152.2,3075.449
152.8,3006.004
152.4,3028.429
150.6,3010.344
149.3,3055.917
148.6,3513.455
146.6,3335.142
144.4,3272.931
143.2,3304.037
142.2,3353.588
143.1,3350.333
144.8,3395.544
145.6,3399.523
145.5,3402.778
146.1,3335.142
146.6,3338.759
146.5,3323.568
146.3,3284.867
145.4,3312.355
144.5,3319.951
144.6,3331.163
145.6,3368.417
146.6,3308.377
148.1,3265.335
149.5,3250.145
150.0,3284.867
149.6,3284.867
149.0,3331.163
148.1,3338.759
148.5,3391.927
148.9,3475.477
149.4,3434.245
150.2,3418.692
151.6,3351.418
153.6,3300.419
155.7,3250.145
155.2,3113.426
152.6,3063.513
152.2,3002.749
150.6,3220.125
148.4,3193.359
146.9,3189.743
146.4,3197.338
145.7,3265.335
145.1,3284.505
145.9,3338.759
145.8,3407.118
145.2,3386.502
145.1,3391.927
146.2,3357.567
147.5,3387.949
148.6,3350.333
148.9,3297.888
148.8,3368.417
149.1,3396.629
149.6,3407.118
149.8,3395.544
149.1,3368.417
147.7,3426.649
146.4,3582.537
145.7,3654.876
146.1,3716.725
146.2,3696.832
146.0,3654.876
145.8,3666.088
146.3,3582.537
146.9,3604.963
146.9,3544.199
146.6,3465.35
146.5,3475.839
146.1,3437.5
145.8,3483.073
145.5,3532.625
146.0,3594.473
144.5,3608.579
144.0,3697.193
146.2,3841.146
146.7,3969.908
145.9,3951.823
145.4,3921.441
145.4,3956.163
145.9,3997.396
146.6,3973.886
147.4,3967.014
147.8,3996.672
147.5,4062.5
147.1,4020.182
146.8,4008.247
145.3,3977.503
144.5,3917.463
144.5,3913.846
144.3,3966.291
143.5,3924.696
143.4,3898.655
143.0,3902.272
142.6,3780.02
142.3,3779.659
142.1,3692.853
142.0,3681.279
142.5,3734.447
143.4,3757.234
143.9,3711.299
144.3,2869.647
146.6,2157.842
149.1,3598.09
151.4,3658.493
151.4,3540.22
149.0,3475.839
146.2,3438.223
144.1,3505.859
142.8,3563.006
141.9,3567.347
141.8,3486.69
142.0,3540.22
142.3,3517.433
143.1,3525.752
143.5,3521.05
144.0,3536.242
144.8,3479.456
146.6,3376.013
148.7,3323.568
149.6,3323.568
149.8,3305.122
149.1,3418.692
147.6,3475.839
146.4,3449.436
145.6,3475.839
144.9,3501.881
144.4,3441.84
145.1,3464.989
146.6,3438.223
148.1,3453.415
149.8,3387.587
150.8,3276.91
150.4,3308.015
149.0,3323.568
146.6,3399.523
144.6,3453.415
143.9,3556.135
143.3,3623.77
144.6,3559.751
145.9,3601.346
147.2,3540.582
148.6,3505.859
150.1,3563.73
150.5,3555.411
149.4,3517.433
148.4,3498.264
147.1,3509.838
145.5,3574.942
144.0,3604.963
143.2,3662.471
143.5,3734.447
143.6,3730.469
143.3,3708.044
143.3,3646.557
143.8,3708.767
144.8,3638.961
145.7,3631.366
147.0,3708.044
148.7,3715.639
147.6,3848.38
146.2,3761.213
145.8,3734.447
144.8,3799.913
143.8,3768.084
143.3,3787.977
143.4,3756.872
144.4,3742.043
145.7,3783.999
147.5,3730.107
149.5,3773.148
150.3,3756.872
150.7,3749.277
150.8,3740.596
150.8,3830.295
148.4,3859.23
146.5,3829.933
146.6,3806.062
146.4,3855.975
146.2,3875.145
146.0,3897.931
145.3,3890.335
144.4,3852.358
143.9,3890.335
143.7,4031.756
144.4,4122.541
144.7,4225.26
144.7,4255.642
143.8,4343.171
142.9,4325.087
143.1,4416.233
143.7,4415.509
144.5,4397.063
144.6,4339.916
144.2,4271.195
146.4,4621.311
147.1,4652.054
146.7,4518.229
146.2,4321.108
146.5,4221.282
147.4,4122.541
148.8,4015.842
150.4,3940.611
152.0,3951.823
153.9,3944.227
154.4,3947.483
153.0,3985.46
152.6,3955.802
152.7,4149.306
153.3,4114.945
153.8,4070.096
154.3,3955.802
154.7,3932.292
154.9,3928.675
154.9,3866.826
153.8,3871.166
152.7,3844.401
151.4,3875.145
150.6,3783.999
150.2,3813.658
150.3,3737.703
150.5,3704.427
151.3,3642.94
152.2,3619.792
152.3,3497.902
152.0,3556.135
151.0,3582.537
150.2,3574.581
149.9,3658.493
149.4,3696.832
149.3,3704.427
150.0,3704.789
151.5,3646.919
152.7,3522.497
154.2,3426.287
154.9,3315.972
155.1,3276.91
154.6,3220.486
153.9,3168.764
152.9,3254.123
151.7,3265.335
149.6,3296.441
147.3,3399.161
145.1,3566.985
144.4,3696.832
144.6,3818.359
145.0,3863.209
146.3,3841.146
148.6,3814.381
151.4,3756.872
153.0,3685.257
153.8,3548.177
154.7,3460.648
156.3,3453.053
157.3,3429.905
156.9,3407.118
155.1,3426.287
153.9,3464.989
153.7,3567.347
155.0,3544.199
157.7,3547.815
160.3,3524.305
161.7,3418.692
162.2,3426.287
161.9,3486.69
161.5,3509.115
160.9,3559.751
160.2,3445.819
159.0,3445.819
156.6,3364.8
154.8,3265.335
154.4,3338.759
155.0,3372.396
155.2,3350.333
154.6,3250.145
153.9,3246.528
154.4,3300.419
153.4,3418.692
151.3,3445.819
149.4,3509.838
148.6,3612.196
148.6,3704.427
148.9,3745.298
149.4,3749.277
150.3,3685.257
150.9,3631.004
150.5,3594.112
149.5,3589.048
148.4,3594.112
147.7,3623.77
147.1,3776.403
146.4,3866.826
146.1,3848.018
146.0,3841.146
146.3,3817.274
146.8,3726.852
147.8,3666.088
149.7,3582.537
152.0,3586.516
154.1,3483.073
156.2,3521.05
157.6,3438.947
159.8,3379.992
161.7,3304.037
162.9,3272.931
163.5,3250.145
163.0,3235.315
162.9,3272.931
161.3,3378.906
160.2,3354.311
159.4,3353.588
159.4,3361.183
159.2,3391.204
158.6,3383.608
158.9,3479.456
158.8,3578.921
159.3,3666.088
159.7,3677.662
160.1,3692.853
160.4,3795.573
159.4,3806.785
157.9,3756.872
155.9,3806.785
155.1,3811.126
154.9,3818.359
155.0,3806.785
155.2,3726.852
156.2,3604.963
157.8,3593.75
159.3,3501.881
159.9,3475.839
160.5,3517.433
161.0,3563.73
162.3,3574.942
164.0,3634.983
165.7,3601.346
167.2,3556.135
167.9,3460.648
168.0,3426.287
168.2,3387.587
168.6,3399.161
168.5,3417.969
168.3,3399.161
167.5,3376.736
166.8,2998.77
166.3,782.697
166.2,2994.792
166.1,3231.699
165.2,3231.699
163.5,3276.91
161.5,3364.077
159.8,3429.905
158.4,3460.648
157.4,3555.049
156.3,3525.029
155.5,3552.517
155.3,3555.411
155.4,3520.327
155.0,3540.22
153.9,3483.073
153.1,3456.669
152.9,3414.713
153.1,3423.394
154.2,3468.605
154.0,3441.117
154.1,3342.737
154.8,3308.015
155.3,3276.91
155.5,3220.486
155.8,3201.678
155.8,3200.955
155.7,3234.592
154.9,3169.85
153.4,3204.933
151.8,3342.737
151.6,3379.992
151.0,3426.287
151.4,3528.646
152.4,3631.366
153.6,3642.94
155.2,3704.789
156.1,3688.513
157.1,3685.619
158.6,3666.088
160.7,3638.961
162.2,3594.112
163.4,3574.581
164.0,3493.562
164.2,3449.074
164.0,3364.8
163.7,3315.972
162.9,3269.314
161.9,3308.015
160.7,3323.568
159.9,3354.311
159.4,3395.182
159.3,3445.819
159.2,3509.838
159.4,3483.073
159.7,3441.84
159.8,3445.457
159.7,3407.118
159.8,3433.883
160.2,3399.161
160.6,3413.267
160.7,3376.013
160.2,3434.245
159.5,3544.199
159.2,3536.242
158.9,3634.621
158.7,3627.387
158.7,3681.279
159.6,3627.387
160.7,3646.557
161.7,3559.751
162.4,3479.456
161.9,3418.692
161.1,3376.013
160.4,3474.031
158.9,3528.646
156.4,3471.861
152.6,3666.088
152.3,3936.994
152.0,3973.886
152.5,3696.832
153.8,3680.917
154.9,3700.449
155.3,3696.832
152.9,3726.852
150.4,3715.639
151.7,3692.853
151.2,3799.19
151.0,3658.131
150.8,3726.852
150.9,3726.852
151.8,3745.298
152.1,3741.681
151.9,3604.601
151.4,3535.518
150.7,3547.815
150.6,3520.689
150.2,3525.029
149.8,3574.942
148.9,3631.366
148.9,3733.724
151.2,3776.403
151.0,3811.126
150.3,3650.897
149.8,3722.873
150.0,3670.067
150.5,3708.767
151.4,3745.298
152.5,3756.872
153.9,3719.618
156.2,3689.236
158.4,3638.961
159.8,3658.493
160.2,3563.006
159.3,3567.347
158.4,3598.09
157.3,3571.325
155.4,3634.983
152.9,3627.387
150.9,3658.493
149.9,3738.064
149.6,3737.703
150.1,3682.002
149.4,3735.894
148.8,3677.662
148.3,3730.107
148.6,3726.852
149.6,3689.236
151.2,3640.046
153.3,3574.942
156.2,3529.369
157.9,3604.239
158.0,3574.942
158.2,3654.152
159.2,3661.748
160.2,3715.278
160.9,3715.278
160.4,3693.215
159.5,3619.43
159.2,3650.897
160.2,3616.175
161.1,3586.516
161.9,3509.115
161.9,3406.756
161.9,3338.759
160.4,3212.891
158.1,3292.463
156.7,3323.568
155.5,3708.044
154.1,3594.112
151.7,3472.584
148.9,3406.756
146.1,3464.989
144.3,3535.88
143.9,3578.921
143.8,3601.346
143.5,3722.873
143.2,3725.767
143.6,3776.042
144.0,3852.358
144.9,3897.931
146.5,3920.356
148.4,3890.335
150.1,3772.063
152.3,3726.852
155.0,3662.471
157.7,3556.135
159.9,3567.347
161.2,3517.433
161.8,3494.285
161.2,3464.989
159.6,3437.5
157.4,3471.861
154.8,3441.84
152.6,3445.457
150.4,3509.838
149.6,3627.387
150.5,3601.346
152.2,3654.876
153.9,3616.175
156.3,3594.112
158.9,3654.876
159.5,3700.449
158.7,3646.557
157.3,3694.662
156.7,3677.662
157.2,3627.387
158.7,3517.433
159.5,3456.669
159.8,3350.333
160.9,3284.505
161.2,3209.997
160.6,3166.594
158.9,3158.999
156.3,3292.101
153.1,3383.608
150.1,3559.751
147.9,3917.463
146.6,4232.856
146.3,4358.724
148.2,3921.441
150.6,3673.683
153.1,3649.812
154.7,3623.77
155.9,3540.22
156.5,3518.88
156.6,3498.264
156.4,3453.053
156.2,3354.311
156.9,3300.419
157.9,3280.527
159.7,3228.082
160.2,3367.694
159.3,3471.861
155.7,3556.135
154.9,3551.794
154.2,3654.152
152.2,3726.852
152.2,3586.516
152.9,3689.236
153.3,3642.94
154.0,3726.128
155.0,3715.639
156.7,3662.471
157.7,3612.196
158.9,3513.455
159.7,3433.883
159.8,3372.396
161.7,3414.713
163.2,3779.659
164.6,3673.683
165.4,4126.157
166.3,4446.253
166.7,4471.933
167.0,4597.801
166.9,4553.313
166.6,4557.292
167.7,4648.076
169.7,4385.489
171.8,3509.115
174.0,3551.794
177.5,3501.519
181.3,3288.846
183.0,3181.785
183.3,1586.372
181.6,2424.045
178.9,3204.21
174.6,3301.867
168.7,3311.632
168.4,3536.242
171.4,3238.571
174.6,3238.571
177.5,3229.167
178.8,3105.107
177.4,3060.619
164.9,3017.216
156.7,3342.737
154.7,3201.678
161.8,2717.737
165.6,2573.785
166.6,2777.416
166.5,2759.693
166.7,2758.247
166.9,2758.97
166.1,2785.373
165.0,2754.992
164.3,2776.331
164.3,2758.97
164.7,2781.756
167.4,2808.883
170.6,2910.518
168.4,2991.175
165.0,2899.667
160.1,2892.433
157.5,2781.395
156.4,2903.284
156.1,3010.344
156.7,3006.004
157.8,2980.324
157.4,2991.537
149.2,2994.792
139.5,3083.044
131.8,2660.229
126.6,2533.999
125.0,2511.213
126.0,2378.472
126.0,2493.128
127.5,2618.635
131.7,2705.802
134.6,3272.931
136.7,3959.419
138.3,4521.846
141.0,4766.71
144.1,4937.066
147.2,4552.59
150.2,3866.826
152.9,3497.902
154.3,3379.992
155.1,3254.123
155.9,3177.807
156.2,3170.573
155.4,3135.127
153.4,3155.382
151.6,3200.955
150.4,3280.527
149.7,3315.611
149.1,3346.354
148.4,3311.632
148.0,3288.846
148.4,3231.699
148.9,3228.082
148.8,3216.869
148.0,3127.532
147.9,3101.852
148.6,3116.681
149.8,3148.148
150.6,3169.85
150.8,3094.618
150.9,3116.681
152.0,3127.532
151.6,3189.743
151.1,2884.115
150.2,2720.269
149.2,2819.734
148.6,2945.963
147.9,3086.661
147.3,3135.851
146.1,3101.852
144.9,3223.38
144.6,3319.951
145.3,3402.778
145.6,3418.692
145.5,3411.097
146.9,3497.179
148.6,3616.175
151.4,3707.682
155.9,3661.748
160.8,3426.287
165.7,3354.311
169.1,3231.699
170.4,3231.699
171.4,3170.935
172.0,3098.597
172.2,3113.426
168.9,2994.792
165.8,2777.778
163.2,2758.97
160.6,2812.862
158.1,2918.475
156.9,2915.22
156.2,3032.769
155.2,3040.726
153.8,3212.529
151.9,3224.103
149.6,3319.951
149.5,3486.69
151.0,3917.463
152.6,3501.881
154.1,3250.145
154.7,3193.359
154.4,3170.573
153.1,3242.188
151.9,3257.74
151.3,3288.846
151.6,3345.993
152.0,3311.632
152.4,3280.527
152.6,3272.931
153.1,3250.145
153.7,3312.355
153.2,3327.546
152.9,3246.528
153.1,3224.465
153.2,3127.532
153.7,3127.532
154.2,3117.043
154.4,3118.49
154.5,3162.977
154.8,3177.084
155.2,3147.063
155.3,3174.19
153.8,3189.743
150.2,3131.51
147.4,3138.021
144.8,3193.721
142.6,3276.91
141.0,3323.568
138.8,3319.951
137.1,3383.608
137.3,3342.737
138.4,3356.481
139.1,3387.587
139.7,3368.417
140.4,3304.037
140.9,3280.165
141.6,3193.721
143.6,3124.638
147.0,2982.494
151.1,2843.244
153.9,2714.12
156.4,2683.015
158.4,2618.635
160.3,2629.123
162.2,2717.737
164.3,2839.265
167.9,2883.753
167.9,2895.689
161.9,2769.821
162.2,2725.333
167.1,2713.397
165.2,2671.441
159.5,2477.937
159.4,2375.217
160.4,2466.363
157.4,2408.492
166.7,2396.557
183.5,2686.632
175.9,2792.607
170.3,2515.191
167.1,2584.274
164.0,2663.846
156.7,2754.992
152.5,2714.12
148.4,2761.502
147.8,3017.94
147.1,3441.479
147.4,3650.897
146.9,3818.721
145.5,3798.828
144.1,3944.227
142.6,4153.646
141.6,4450.593
141.8,4674.479
143.4,5120.082
145.4,5349.03
148.2,5360.243
150.8,5222.801
153.0,4934.172
153.1,4727.286
152.0,4449.147
150.6,4144.965
150.3,3858.869
151.1,3670.067
151.8,3634.983
152.4,3590.133
154.1,3563.006
155.7,3610.026
156.5,3567.347
155.7,3619.792
152.4,3623.047
149.6,3563.73
147.9,3687.066
147.0,3833.912
145.4,3913.122
143.9,3840.784
142.6,3932.653
141.6,3969.546
140.6,3947.483
140.6,4039.352
141.4,4042.969
142.0,4054.905
142.8,4126.519
143.5,4118.562
144.9,4105.903
146.1,4172.454
146.2,4031.756
145.7,3929.037
144.2,3852.358
141.6,3799.19
140.5,3712.023
140.5,3696.832
140.6,3662.471
140.5,3669.343
142.4,3715.639
143.7,3772.063
144.4,3753.617
142.4,3712.385
140.6,3662.471
138.8,3719.618
138.3,3844.401
141.1,3897.57
144.4,3844.401
147.9,3776.042
149.7,3673.683
148.9,3563.73
148.9,3461.01
149.7,3586.516
147.4,2965.495
144.9,1292.318
143.9,3468.244
144.1,3677.662
146.4,3673.683
148.9,3752.894
150.1,3731.554
150.5,3708.044
151.0,3712.385
150.9,3760.489
150.1,3760.489
148.8,3692.853
147.4,3726.852
146.1,3754.34
145.1,3780.02
144.4,3795.573
144.2,3829.933
145.1,3956.163
146.9,4004.268
149.1,4106.988
151.4,4096.499
153.4,4050.564
155.0,3981.481
155.4,3940.611
155.9,3737.703
156.6,3794.85
155.9,3772.425
154.1,3688.151
152.6,3692.853
150.6,3760.489
148.1,3897.931
145.6,3966.652
143.0,4066.479
141.1,4252.025
140.1,4368.851
140.3,4412.254
141.6,4411.892
143.6,4377.894
146.7,4266.855
149.1,4217.665
150.4,4099.392
151.6,4088.18
153.5,4053.458
154.9,3943.504
154.5,3929.037
151.1,3875.145
147.7,3833.912
146.7,3885.634
147.2,4035.373
146.9,4019.821
146.3,3973.886
144.6,4035.373
143.8,4000.651
144.1,3885.995
145.1,3969.546
146.2,3996.311
146.4,4008.608
147.0,3886.719
148.2,3948.206
150.1,3882.74
151.3,3802.445
150.9,3782.914
150.9,3658.493
151.2,3703.704
151.1,3799.913
150.5,3772.063
149.6,3855.614
151.9,3897.931
153.9,3901.91
154.1,3736.618
155.7,3996.672
156.9,4099.754
157.6,3897.931
157.9,3764.468
156.9,3744.936
156.0,3704.427
156.1,3659.578
155.8,3654.152
157.1,3619.792
155.9,3634.983
154.3,3566.985
