2#大烟道负压,CO浓度_mg_m3
-14.489,4008.608
-14.515,3977.141
-14.506,4066.479
-14.2,4058.883
-14.129,4047.309
-14.119,3981.481
-14.112,3981.481
-14.071,3989.077
-14.1,4004.268
-14.076,4035.373
-14.063,3969.908
-14.063,4118.923
-14.068,4187.645
-14.876,4207.176
-14.901,4195.602
-14.906,4321.47
-14.874,4328.704
-14.887,4222.005
-14.654,4099.392
-14.672,4092.159
-14.725,3973.886
-14.572,3989.077
-14.538,3973.886
-14.557,3956.163
-14.535,3890.697
-14.566,3932.653
-14.561,3894.676
-14.56,3878.762
-14.563,3868.273
-14.566,3867.549
-14.586,3855.975
-14.632,3909.867
-14.627,3906.25
-14.638,3837.891
-15.01,3855.975
-15.184,3817.998
-15.154,3818.721
-15.169,3776.403
-15.164,3749.638
-15.138,3737.703
-14.94,3776.403
-14.917,3666.088
-14.928,3635.706
-14.932,3517.433
-14.928,3552.156
-14.916,3498.264
-14.916,3517.433
-14.797,3505.859
-14.859,3517.433
-14.859,3468.244
-14.861,3418.692
-14.84,3449.436
-14.837,3403.139
-14.845,3449.436
-14.819,3422.309
-14.791,3407.118
-14.799,3457.755
-14.814,3517.433
-14.818,3643.302
-14.846,3627.387
-14.837,3578.921
-14.865,3574.942
-14.901,3516.71
-14.849,3563.73
-14.876,3513.093
-14.865,3399.523
-14.84,3418.692
-14.834,3357.567
-14.824,3304.037
-14.803,3304.037
-14.811,3327.546
-14.81,3272.931
-14.795,3178.169
-14.788,3177.807
-14.748,3189.019
-14.752,3280.527
-14.698,3339.482
-14.703,3475.839
-14.722,3498.264
-14.744,3594.112
-14.797,3639.323
-14.841,3631.004
-14.844,3616.175
-14.846,3543.475
-14.845,3544.56
-14.845,3406.033
-14.831,3383.608
-14.579,3368.417
-14.57,3414.713
-14.526,3357.567
-14.583,3387.949
-14.563,3507.306
-14.601,3601.346
-14.59,3634.983
-14.574,3634.983
-14.582,3666.088
-14.556,3578.921
-14.534,3616.175
-14.557,3631.727
-14.526,3556.135
-14.545,3571.325
-14.239,3567.347
-14.249,3517.433
-14.235,3472.584
-14.277,3483.435
-14.519,3451.606
-14.499,3468.605
-14.487,3604.963
-14.497,3666.088
-14.571,3719.618
-14.78,3757.234
-14.743,3852.358
-14.767,3942.419
-14.763,3981.481
-14.784,3997.396
-14.827,4008.608
-14.833,3952.546
-14.81,3859.954
-14.846,3886.719
-14.834,3858.507
-14.846,3822.7
-14.844,3794.85
-14.859,3768.808
-14.549,3745.298
-14.563,3772.063
-14.528,3708.767
-14.552,3677.662
-14.554,3685.257
-14.537,3689.598
-14.534,3646.919
-14.559,3631.366
-14.548,3563.73
-14.573,3552.156
-14.547,3604.963
-14.536,3634.983
-14.541,3708.767
-14.523,3749.277
-14.579,3741.681
-14.529,3719.618
-14.504,3768.808
-14.523,3848.38
-14.503,3913.846
-14.481,3925.058
-14.529,4051.287
-14.83,4066.479
-14.823,3993.055
-14.801,3996.672
-14.796,3929.037
-14.8,3875.145
-14.841,3795.573
-14.841,3708.767
-14.676,3548.177
-15.029,3665.726
-14.579,4153.646
-14.667,3742.405
-14.68,3547.815
-14.665,3540.22
-14.627,3590.133
-14.686,3627.387
-14.635,3594.112
-14.63,3441.84
-14.631,3419.416
-14.62,3383.608
-14.642,3300.419
-14.65,3209.274
-14.657,3131.872
-14.638,3021.195
-14.551,923.032
-14.563,2611.039
-14.548,2994.792
-14.521,3013.961
-14.507,3071.832
-14.483,3139.468
-14.489,3219.763
-14.497,3189.743
-14.519,3200.593
-14.474,3231.699
-14.507,3258.102
-14.461,3335.142
-14.733,3379.992
-14.749,3386.502
-15.427,3361.183
-15.469,3423.394
-15.488,3601.346
-15.483,3620.515
-14.951,3669.343
-14.716,3571.325
-14.694,3528.646
-14.746,3419.054
-14.741,3430.628
-14.737,3372.396
-14.657,3395.182
-14.472,3338.759
-14.485,3276.91
-14.493,3212.891
-14.45,3128.617
-14.437,3121.022
-14.391,3158.637
-14.397,3147.063
-14.394,3230.975
-14.393,3220.125
-14.676,3228.082
-14.525,3300.419
-14.534,3357.567
-14.521,3379.992
-14.628,3468.605
-14.586,3501.881
-14.601,3505.859
-14.645,3616.175
-14.626,3571.325
-14.796,3525.029
-14.8,3525.029
-14.81,3521.05
-14.823,3612.196
-14.826,3590.133
-14.826,3627.387
-14.837,3612.196
-14.846,3547.815
-14.824,3521.05
-14.807,3521.05
-14.803,3505.859
-14.81,3517.433
-14.797,3454.5
-14.789,3461.01
-14.814,3546.369
-14.807,3574.942
-14.815,3563.73
-14.831,3598.09
-14.823,3604.963
-14.797,3588.325
-14.8,3559.389
-14.797,3566.623
-14.796,3571.325
-14.81,3494.285
-14.793,3563.73
-14.797,3567.347
-14.833,3567.347
-14.812,3559.751
-14.834,3468.244
-14.854,3365.162
-14.796,3292.463
-14.811,3300.419
-14.791,3407.118
-14.769,3450.882
-14.593,3494.285
-14.622,3457.031
-14.6,3383.608
-14.593,3331.163
-14.603,3277.272
-14.556,3323.568
-14.591,3368.417
-14.564,3350.333
-14.579,3376.736
-14.617,3327.546
-14.645,3338.759
-14.623,3272.931
-14.622,3265.335
-14.627,3403.139
-14.629,3434.245
-14.651,3426.287
-14.654,3315.972
-14.654,3311.632
-14.679,3232.06
-14.739,3234.954
-14.676,3235.315
-14.726,3308.377
-14.723,3372.396
-14.728,3368.779
-14.733,3312.355
-14.709,3312.355
-14.723,3281.25
-14.717,3292.463
-14.743,3300.419
-14.724,3353.588
-14.695,3292.101
-14.714,3327.546
-14.704,3368.417
-14.704,3489.945
-14.695,3504.774
-15.297,3536.242
-15.319,3571.325
-15.325,3567.347
-15.301,3627.387
-14.778,3631.366
-14.788,3509.838
-14.747,3289.93
-14.748,3162.977
-14.728,3135.851
-14.7,3109.809
-14.704,3109.447
-14.723,3127.894
-14.72,3154.297
-14.732,3223.38
-14.735,3238.571
-14.746,3269.314
-14.752,3288.484
-14.756,3288.846
-14.755,3269.314
-14.729,3343.099
-14.762,3343.822
-14.76,3269.676
-14.755,3162.254
-14.739,3181.785
-14.736,3162.977
-14.741,3216.146
-14.729,3158.999
-14.76,3135.127
-14.746,3094.618
-14.754,3075.449
-14.744,3006.004
-14.488,3028.429
-14.405,3010.344
-14.491,3055.917
-14.336,3513.455
-14.504,3335.142
-14.455,3272.931
-14.499,3304.037
-14.455,3353.588
-14.436,3350.333
-14.42,3395.544
-14.448,3399.523
-14.439,3402.778
-14.418,3335.142
-14.418,3338.759
-14.411,3323.568
-14.436,3284.867
-14.437,3312.355
-14.439,3319.951
-14.404,3331.163
-14.428,3368.417
-14.437,3308.377
-14.392,3265.335
-14.402,3250.145
-14.387,3284.867
-14.406,3284.867
-14.41,3331.163
-14.399,3338.759
-14.399,3391.927
-14.421,3475.477
-14.408,3434.245
-14.402,3418.692
-14.385,3351.418
-14.38,3300.419
-14.352,3250.145
-14.451,3113.426
-14.392,3063.513
-14.365,3002.749
-14.416,3220.125
-14.386,3193.359
-14.416,3189.743
-14.44,3197.338
-14.395,3265.335
-14.376,3284.505
-14.371,3338.759
-14.38,3407.118
-14.378,3386.502
-14.379,3391.927
-14.39,3357.567
-14.404,3387.949
-14.393,3350.333
-14.387,3297.888
-14.383,3368.417
-14.365,3396.629
-14.429,3407.118
-14.421,3395.544
-14.402,3368.417
-14.418,3426.649
-14.421,3582.537
-14.402,3654.876
-14.395,3716.725
-14.431,3696.832
-14.435,3654.876
-14.435,3666.088
-14.436,3582.537
-14.458,3604.963
-14.474,3544.199
-14.443,3465.35
-14.468,3475.839
-14.459,3437.5
-14.45,3483.073
-14.468,3532.625
-14.51,3594.473
-14.508,3608.579
-14.467,3697.193
-14.437,3841.146
-14.448,3969.908
-14.582,3951.823
-14.729,3921.441
-14.762,3956.163
-14.782,3997.396
-14.759,3973.886
-14.748,3967.014
-14.76,3996.672
-14.755,4062.5
-14.755,4020.182
-14.823,4008.247
-14.801,3977.503
-14.792,3917.463
-14.797,3913.846
-14.763,3966.291
-14.763,3924.696
-14.511,3898.655
-14.487,3902.272
-14.492,3780.02
-14.244,3779.659
-14.239,3692.853
-14.244,3681.279
-14.244,3734.447
-14.307,3757.234
-14.291,3711.299
-14.221,2869.647
-14.511,2157.842
-14.487,3598.09
-14.48,3658.493
-14.504,3540.22
-14.508,3475.839
-14.519,3438.223
-14.512,3505.859
-14.488,3563.006
-14.51,3567.347
-14.528,3486.69
-14.507,3540.22
-14.504,3517.433
-14.503,3525.752
-14.525,3521.05
-14.512,3536.242
-14.519,3479.456
-14.525,3376.013
-14.515,3323.568
-14.5,3323.568
-14.473,3305.122
-14.496,3418.692
-14.459,3475.839
-14.5,3449.436
-14.506,3475.839
-14.508,3501.881
-14.521,3441.84
-14.514,3464.989
-14.521,3438.223
-14.514,3453.415
-14.504,3387.587
-14.506,3276.91
-14.512,3308.015
-14.5,3323.568
-14.506,3399.523
-14.491,3453.415
-14.521,3556.135
-14.503,3623.77
-14.514,3559.751
-14.488,3601.346
-14.498,3540.582
-14.483,3505.859
-14.472,3563.73
-14.514,3555.411
-14.497,3517.433
-14.519,3498.264
-14.526,3509.838
-14.516,3574.942
-14.556,3604.963
-14.548,3662.471
-14.553,3734.447
-14.541,3730.469
-14.506,3708.044
-14.51,3646.557
-14.535,3708.767
-14.551,3638.961
-14.536,3631.366
-14.529,3708.044
-14.522,3715.639
-14.582,3848.38
-14.489,3761.213
-14.531,3734.447
-14.536,3799.913
-14.555,3768.084
-14.51,3787.977
-14.518,3756.872
-14.533,3742.043
-14.503,3783.999
-14.526,3730.107
-14.551,3773.148
-14.525,3756.872
-14.476,3749.277
-14.467,3740.596
-14.488,3830.295
-14.417,3859.23
-14.359,3829.933
-14.371,3806.062
-14.369,3855.975
-14.355,3875.145
-14.35,3897.931
-14.346,3890.335
-14.361,3852.358
-14.346,3890.335
-14.337,4031.756
-14.334,4122.541
-14.334,4225.26
-14.355,4255.642
-14.875,4343.171
-15.199,4325.087
-15.164,4416.233
-15.192,4415.509
-14.915,4397.063
-14.829,4339.916
-14.874,4271.195
-15.053,4621.311
-15.035,4652.054
-15.021,4518.229
-14.882,4321.108
-14.891,4221.282
-14.742,4122.541
-14.71,4015.842
-14.72,3940.611
-14.672,3951.823
-14.675,3944.227
-14.752,3947.483
-14.677,3985.46
-14.694,3955.802
-14.5,4149.306
-14.498,4114.945
-14.548,4070.096
-14.536,3955.802
-14.53,3932.292
-14.481,3928.675
-14.479,3866.826
-14.491,3871.166
-14.484,3844.401
-14.493,3875.145
-14.431,3783.999
-14.466,3813.658
-14.459,3737.703
-14.476,3704.427
-14.166,3642.94
-14.491,3619.792
-14.432,3497.902
-14.434,3556.135
-14.446,3582.537
-14.421,3574.581
-14.42,3658.493
-14.424,3696.832
-14.421,3704.427
-14.402,3704.789
-14.413,3646.919
-14.414,3522.497
-14.395,3426.287
-14.414,3315.972
-14.411,3276.91
-14.408,3220.486
-14.398,3168.764
-14.398,3254.123
-14.73,3265.335
-14.845,3296.441
-14.81,3399.161
-14.92,3566.985
-14.931,3696.832
-14.948,3818.359
-14.96,3863.209
-14.989,3841.146
-14.993,3814.381
-14.974,3756.872
-14.662,3685.257
-14.654,3548.177
-14.654,3460.648
-14.635,3453.053
-14.616,3429.905
-14.624,3407.118
-14.632,3426.287
-14.626,3464.989
-14.666,3567.347
-14.662,3544.199
-14.629,3547.815
-14.616,3524.305
-14.624,3418.692
-14.591,3426.287
-14.515,3486.69
-14.476,3509.115
-14.45,3559.751
-14.442,3445.819
-14.544,3445.819
-14.554,3364.8
-14.573,3265.335
-14.506,3338.759
-14.529,3372.396
-14.507,3350.333
-14.591,3250.145
-14.563,3246.528
-14.552,3300.419
-14.545,3418.692
-14.519,3445.819
-14.808,3509.838
-14.827,3612.196
-14.82,3704.427
-14.822,3745.298
-14.83,3749.277
-14.85,3685.257
-14.835,3631.004
-14.837,3594.112
-14.83,3589.048
-14.856,3594.112
-15.1,3623.77
-15.126,3776.403
-15.157,3866.826
-15.177,3848.018
-15.169,3841.146
-15.195,3817.274
-15.015,3726.852
-14.92,3666.088
-14.909,3582.537
-14.882,3586.516
-14.885,3483.073
-14.923,3521.05
-14.897,3438.947
-14.887,3379.992
-14.864,3304.037
-14.85,3272.931
-14.638,3250.145
-14.627,3235.315
-14.624,3272.931
-14.582,3378.906
-14.609,3354.311
-14.617,3353.588
-14.61,3361.183
-14.626,3391.204
-15.18,3383.608
-15.184,3479.456
-15.171,3578.921
-15.183,3666.088
-15.493,3677.662
-15.469,3692.853
-15.424,3795.573
-15.434,3806.785
-15.439,3756.872
-15.435,3806.785
-15.427,3811.126
-15.45,3818.359
-15.18,3806.785
-15.207,3726.852
-15.203,3604.963
-15.179,3593.75
-15.154,3501.881
-15.142,3475.839
-15.067,3517.433
-14.81,3563.73
-14.789,3574.942
-14.791,3634.983
-14.82,3601.346
-14.788,3556.135
-14.771,3460.648
-14.748,3426.287
-14.681,3387.587
-14.69,3399.161
-14.698,3417.969
-14.736,3399.161
-14.741,3376.736
-14.789,2998.77
-14.78,782.697
-14.774,2994.792
-14.733,3231.699
-14.725,3231.699
-14.711,3276.91
-14.721,3364.077
-14.704,3429.905
-14.687,3460.648
-14.722,3555.049
-14.736,3525.029
-14.755,3552.517
-14.743,3555.411
-14.752,3520.327
-14.786,3540.22
-14.779,3483.073
-14.747,3456.669
-14.789,3414.713
-14.771,3423.394
-14.766,3468.605
-14.739,3441.117
-14.762,3342.737
-14.756,3308.015
-14.77,3276.91
-14.765,3220.486
-14.741,3201.678
-14.747,3200.955
-14.564,3234.592
-14.561,3169.85
-14.556,3204.933
-14.591,3342.737
-14.62,3379.992
-14.616,3426.287
-14.624,3528.646
-14.63,3631.366
-14.62,3642.94
-14.603,3704.789
-14.596,3688.513
-14.611,3685.619
-14.646,3666.088
-14.616,3638.961
-14.605,3594.112
-14.619,3574.581
-14.62,3493.562
-14.629,3449.074
-14.608,3364.8
-14.585,3315.972
-14.573,3269.314
-14.548,3308.015
-14.59,3323.568
-14.6,3354.311
-14.566,3395.182
-14.596,3445.819
-14.58,3509.838
-14.575,3483.073
-14.564,3441.84
-14.575,3445.457
-14.591,3407.118
-14.58,3433.883
-14.592,3399.161
-14.57,3413.267
-14.571,3376.013
-14.549,3434.245
-14.544,3544.199
-14.545,3536.242
-14.554,3634.621
-14.548,3627.387
-14.587,3681.279
-14.574,3627.387
-14.589,3646.557
-14.609,3559.751
-14.575,3479.456
-14.57,3418.692
-14.506,3376.013
-14.549,3474.031
-14.544,3528.646
-14.288,3471.861
-14.506,3666.088
-14.557,3936.994
-14.573,3973.886
-14.601,3696.832
-14.56,3680.917
-14.544,3700.449
-14.535,3696.832
-14.643,3726.852
-14.579,3715.639
-14.627,3692.853
-14.601,3799.19
-14.594,3658.131
-14.594,3726.852
-14.597,3726.852
-14.598,3745.298
-14.603,3741.681
-14.609,3604.601
-14.609,3535.518
-14.622,3547.815
-14.601,3520.689
-14.593,3525.029
-14.605,3574.942
-14.617,3631.366
-14.622,3733.724
-14.624,3776.403
-14.506,3811.126
-14.486,3650.897
-14.486,3722.873
-14.488,3670.067
-14.476,3708.767
-14.495,3745.298
-14.536,3756.872
-14.518,3719.618
-14.504,3689.236
-14.485,3638.961
-14.485,3658.493
-14.454,3563.006
-14.428,3567.347
-14.451,3598.09
-14.448,3571.325
-14.44,3634.983
-14.435,3627.387
-14.434,3658.493
-14.436,3738.064
-14.45,3737.703
-14.439,3682.002
-14.428,3735.894
-14.437,3677.662
-14.447,3730.107
-14.448,3726.852
-14.477,3689.236
-14.451,3640.046
-14.45,3574.942
-14.436,3529.369
-14.439,3604.239
-14.424,3574.942
-14.408,3654.152
-14.394,3661.748
-14.429,3715.278
-14.459,3715.278
-14.429,3693.215
-14.414,3619.43
-14.398,3650.897
-14.388,3616.175
-14.385,3586.516
-14.383,3509.115
-14.099,3406.756
-14.108,3338.759
-14.113,3212.891
-14.09,3292.463
-14.063,3323.568
-14.026,3708.044
-14.03,3594.112
-14.057,3472.584
-14.047,3406.756
-14.071,3464.989
-14.146,3535.88
-14.149,3578.921
-14.186,3601.346
-14.2,3722.873
-14.205,3725.767
-14.214,3776.042
-14.207,3852.358
-14.217,3897.931
-14.24,3920.356
-14.252,3890.335
-14.235,3772.063
-14.239,3726.852
-14.252,3662.471
-14.242,3556.135
-14.217,3567.347
-14.209,3517.433
-14.194,3494.285
-14.176,3464.989
-14.162,3437.5
-14.167,3471.861
-14.184,3441.84
-14.183,3445.457
-14.171,3509.838
-14.196,3627.387
-14.195,3601.346
-14.206,3654.876
-14.21,3616.175
-14.161,3594.112
-14.138,3654.876
-14.132,3700.449
-14.122,3646.557
-14.128,3694.662
-14.136,3677.662
-14.166,3627.387
-14.171,3517.433
-14.211,3456.669
-14.226,3350.333
-14.179,3284.505
-14.173,3209.997
-14.168,3166.594
-14.164,3158.999
-14.171,3292.101
-14.181,3383.608
-14.177,3559.751
-14.207,3917.463
-14.23,4232.856
-14.217,4358.724
-14.225,3921.441
-14.235,3673.683
-14.213,3649.812
-14.228,3623.77
-14.188,3540.22
-14.195,3518.88
-14.025,3498.264
-14.006,3453.053
-14.015,3354.311
-14.026,3300.419
-13.995,3280.527
-13.996,3228.082
-13.986,3367.694
-14.056,3471.861
-13.999,3556.135
-13.993,3551.794
-14.044,3654.152
-14.031,3726.852
-14.041,3586.516
-14.314,3689.236
-14.333,3642.94
-14.32,3726.128
-14.322,3715.639
-14.327,3662.471
-14.307,3612.196
-14.296,3513.455
-14.28,3433.883
-14.47,3372.396
-14.405,3414.713
-14.371,3779.659
-14.405,3673.683
-14.399,4126.157
-14.409,4446.253
-14.391,4471.933
-14.364,4597.801
-14.343,4553.313
-14.318,4557.292
-14.312,4648.076
-14.33,4385.489
-14.323,3509.115
-14.316,3551.794
-14.853,3501.519
-14.807,3288.846
-14.751,3181.785
-14.729,1586.372
-14.716,2424.045
-14.71,3204.21
-14.724,3301.867
-14.695,3311.632
-14.797,3536.242
-14.713,3238.571
-14.195,3238.571
-14.18,3229.167
-14.147,3105.107
-13.732,3060.619
-13.936,3017.216
-13.955,3342.737
-14.061,3201.678
-14.023,2717.737
-14.023,2573.785
-14.047,2777.416
-14.053,2759.693
-14.047,2758.247
-14.047,2758.97
-14.099,2785.373
-13.672,2754.992
-13.649,2776.331
-13.664,2758.97
-13.686,2781.756
-13.878,2808.883
-13.992,2910.518
-13.466,2991.175
-13.549,2899.667
-13.553,2892.433
-13.583,2781.395
-13.587,2903.284
-13.585,3010.344
-13.563,3006.004
-13.583,2980.324
-13.297,2991.537
-12.936,2994.792
-12.958,3083.044
-13.001,2660.229
-13.067,2533.999
-13.196,2511.213
-13.198,2378.472
-13.199,2493.128
-13.112,2618.635
-13.891,2705.802
-15.25,3272.931
-16.13,3959.419
-16.748,4521.846
-16.897,4766.71
-15.284,4937.066
-14.63,4552.59
-14.624,3866.826
-14.615,3497.902
-14.605,3379.992
-14.583,3254.123
-14.589,3177.807
-14.575,3170.573
-14.547,3135.127
-14.548,3155.382
-14.556,3200.955
-14.589,3280.527
-14.575,3315.611
-14.563,3346.354
-14.601,3311.632
-14.601,3288.846
-14.61,3231.699
-14.612,3228.082
-14.616,3216.869
-14.601,3127.532
-14.604,3101.852
-14.615,3116.681
-14.609,3148.148
-14.609,3169.85
-14.59,3094.618
-14.61,3116.681
-14.508,3127.532
-14.481,3189.743
-14.385,2884.115
-14.367,2720.269
-14.364,2819.734
-14.383,2945.963
-14.39,3086.661
-14.371,3135.851
-14.299,3101.852
-14.322,3223.38
-14.317,3319.951
-14.33,3402.778
-14.319,3418.692
-15.012,3411.097
-15.006,3497.179
-14.98,3616.175
-15.047,3707.682
-15.022,3661.748
-14.999,3426.287
-14.965,3354.311
-15.442,3231.699
-15.415,3231.699
-15.403,3170.935
-15.128,3098.597
-14.91,3113.426
-14.423,2994.792
-14.45,2777.778
-14.435,2758.97
-14.409,2812.862
-14.416,2918.475
-14.423,2915.22
-14.369,3032.769
-14.36,3040.726
-14.401,3212.529
-14.398,3224.103
-14.383,3319.951
-14.414,3486.69
-14.406,3917.463
-14.388,3501.881
-14.408,3250.145
-14.406,3193.359
-14.388,3170.573
-14.383,3242.188
-14.399,3257.74
-14.411,3288.846
-14.44,3345.993
-14.455,3311.632
-14.474,3280.527
-14.462,3272.931
-14.479,3250.145
-14.47,3312.355
-14.372,3327.546
-14.374,3246.528
-14.379,3224.465
-14.385,3127.532
-14.365,3127.532
-14.369,3117.043
-14.363,3118.49
-14.134,3162.977
-14.106,3177.084
-14.09,3147.063
-14.081,3174.19
-14.109,3189.743
-14.093,3131.51
-14.109,3138.021
-14.116,3193.721
-14.105,3276.91
-14.117,3323.568
-14.112,3319.951
-14.101,3383.608
-14.444,3342.737
-14.47,3356.481
-14.477,3387.587
-14.808,3368.417
-14.82,3304.037
-14.829,3280.165
-14.822,3193.721
-14.841,3124.638
-14.83,2982.494
-14.47,2843.244
-14.461,2714.12
-14.439,2683.015
-14.442,2618.635
-14.413,2629.123
-14.424,2717.737
-14.367,2839.265
-14.335,2883.753
-14.458,2895.689
-14.406,2769.821
-14.408,2725.333
-14.439,2713.397
-14.62,2671.441
-14.651,2477.937
-14.54,2375.217
-14.092,2466.363
-14.112,2408.492
-13.805,2396.557
-13.472,2686.632
-13.466,2792.607
-13.337,2515.191
-13.406,2584.274
-13.358,2663.846
-13.876,2754.992
-13.94,2714.12
-13.812,2761.502
-14.41,3017.94
-14.455,3441.479
-14.436,3650.897
-14.453,3818.721
-15.123,3798.828
-15.282,3944.227
-15.766,4153.646
-16.829,4450.593
-17.209,4674.479
-17.216,5120.082
-17.159,5349.03
-17.242,5360.243
-17.268,5222.801
-16.423,4934.172
-15.41,4727.286
-14.733,4449.147
-14.717,4144.965
-14.71,3858.869
-14.752,3670.067
-14.758,3634.983
-14.76,3590.133
-14.761,3563.006
-14.733,3610.026
-14.695,3567.347
-14.722,3619.792
-14.742,3623.047
-14.767,3563.73
-14.676,3687.066
-14.706,3833.912
-14.72,3913.122
-14.729,3840.784
-14.736,3932.653
-14.73,3969.546
-14.755,3947.483
-14.781,4039.352
-14.771,4042.969
-14.759,4054.905
-14.892,4126.519
-15.352,4118.562
-15.356,4105.903
-15.36,4172.454
-15.347,4031.756
-15.322,3929.037
-14.912,3852.358
-14.921,3799.19
-14.96,3712.023
-14.97,3696.832
-14.951,3662.471
-14.91,3669.343
-14.913,3715.639
-14.935,3772.063
-14.976,3753.617
-14.989,3712.385
-15.007,3662.471
-14.967,3719.618
-14.94,3844.401
-14.948,3897.57
-14.955,3844.401
-14.955,3776.042
-14.983,3673.683
-14.962,3563.73
-14.697,3461.01
-14.71,3586.516
-14.732,2965.495
-14.744,1292.318
-14.762,3468.244
-14.756,3677.662
-14.718,3673.683
-14.744,3752.894
-14.725,3731.554
-14.724,3708.044
-14.718,3712.385
-14.733,3760.489
-14.732,3760.489
-14.713,3692.853
-14.73,3726.852
-14.752,3754.34
-14.746,3780.02
-14.777,3795.573
-14.743,3829.933
-14.755,3956.163
-14.766,4004.268
-14.785,4106.988
-14.786,4096.499
-14.781,4050.564
-14.8,3981.481
-14.793,3940.611
-14.804,3737.703
-14.781,3794.85
-14.82,3772.425
-14.837,3688.151
-14.833,3692.853
-14.827,3760.489
-14.8,3897.931
-14.804,3966.652
-14.789,4066.479
-14.786,4252.025
-14.8,4368.851
-14.805,4412.254
-14.808,4411.892
-14.815,4377.894
-14.804,4266.855
-14.798,4217.665
-14.744,4099.392
-14.748,4088.18
-14.733,4053.458
-14.725,3943.504
-14.778,3929.037
-14.779,3875.145
-14.793,3833.912
-14.736,3885.634
-14.797,4035.373
-14.797,4019.821
-14.816,3973.886
-14.82,4035.373
-14.82,4000.651
-14.841,3885.995
-14.842,3969.546
-14.856,3996.311
-14.856,4008.608
-14.854,3886.719
-14.861,3948.206
-14.831,3882.74
-14.549,3802.445
-14.612,3782.914
-14.587,3658.493
-14.601,3703.704
-14.553,3799.913
-14.548,3772.063
-14.56,3855.614
-14.705,3897.931
-14.516,3901.91
-14.53,3736.618
-14.645,3996.672
-14.604,4099.754
-14.583,3897.931
-14.636,3764.468
-14.635,3744.936
-14.653,3704.427
-14.416,3659.578
-14.319,3654.152
-14.343,3619.792
-14.376,3634.983
-14.323,3566.985
